step	file	score	n_paths	top_weight	monodromy_phase	wall_crossing	H1_11
297	ainf_export_1778231880.49.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
298	ainf_export_1778231888.90.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
299	ainf_export_1778231897.49.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
300	ainf_export_1778231905.91.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
301	ainf_export_1778231914.49.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
302	ainf_export_1778231922.89.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
303	ainf_export_1778231931.46.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
304	ainf_export_1778231940.04.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
305	ainf_export_1778231948.65.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
306	ainf_export_1778231957.08.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
