step	file	score	n_paths	top_weight	monodromy_phase	wall_crossing	H1_11
223	ainf_export_1779176324.78.json	0.000000	100	4.001377e+00	0.996100	true	1.57310000
224	ainf_export_1779176335.38.json	0.000000	100	4.000604e+00	0.998700	false	1.00000000
225	ainf_export_1779176345.80.json	0.000000	100	4.000258e+00	0.996000	false	1.00000000
226	ainf_export_1779176356.23.json	0.000000	100	4.000106e+00	0.004900	true	0.63568750
227	ainf_export_1779176366.70.json	0.000000	100	4.000192e+00	0.004500	false	1.00000000
228	ainf_export_1779176377.09.json	0.000000	100	4.000361e+00	0.004000	false	1.00000000
229	ainf_export_1779176387.47.json	0.000000	100	4.000639e+00	0.004200	false	1.00000000
230	ainf_export_1779176397.93.json	0.000000	100	4.000296e+00	0.003400	false	1.00000000
231	ainf_export_1779176408.44.json	0.000000	100	4.000123e+00	0.994900	true	1.57310000
232	ainf_export_1779176418.88.json	0.000000	100	4.000048e+00	0.995000	false	1.00000000
233	ainf_export_1779176429.29.json	0.000000	100	4.000092e+00	0.996000	false	1.00000000
234	ainf_export_1779176439.72.json	0.000000	100	4.000173e+00	0.996800	false	1.00000000
235	ainf_export_1779176450.10.json	0.000000	100	4.000322e+00	0.996300	false	1.00000000
236	ainf_export_1779176460.51.json	0.000000	100	4.000268e+00	0.996400	false	1.00000000
237	ainf_export_1779176470.97.json	0.000000	100	4.000483e+00	0.999500	false	1.00000000
238	ainf_export_1779176481.39.json	0.000000	100	4.000196e+00	0.368100	true	0.63568750
239	ainf_export_1779176491.83.json	0.000000	100	4.000356e+00	0.749100	true	1.57310000
240	ainf_export_1779176502.24.json	0.000000	100	4.000317e+00	0.063000	true	0.63568750
241	ainf_export_1779176512.62.json	0.000000	100	4.000266e+00	0.995100	true	1.57310000
242	ainf_export_1779176523.01.json	0.000000	100	4.000496e+00	0.995400	false	1.00000000
243	ainf_export_1779176533.53.json	0.000000	100	4.000897e+00	0.004300	true	0.63568750
244	ainf_export_1779176544.04.json	0.000000	100	4.000356e+00	0.004300	false	1.00000000
245	ainf_export_1779176554.42.json	0.000000	100	4.000146e+00	0.004200	false	1.00000000
246	ainf_export_1779176564.81.json	0.000000	100	4.000055e+00	0.004100	false	1.00000000
247	ainf_export_1779176575.19.json	0.000000	100	4.000046e+00	0.000200	false	1.00000000
248	ainf_export_1779176585.61.json	0.000000	100	4.000082e+00	0.998000	true	1.57310000
249	ainf_export_1779176596.07.json	0.000000	100	4.000152e+00	0.996900	false	1.00000000
250	ainf_export_1779176606.56.json	0.000000	100	4.000281e+00	0.997100	false	1.00000000
251	ainf_export_1779176617.02.json	0.000000	100	4.000515e+00	0.312700	true	0.63568750
252	ainf_export_1779176627.53.json	0.000000	100	4.000874e+00	0.174600	true	0.63568750
253	ainf_export_1779176638.07.json	0.000000	100	4.000797e+00	0.064400	true	0.63568750
254	ainf_export_1779176648.62.json	0.000000	100	4.000728e+00	0.003400	true	0.63568750
255	ainf_export_1779176659.46.json	0.000000	100	4.001289e+00	0.001000	false	1.00000000
256	ainf_export_1779176670.09.json	0.000000	100	4.000551e+00	0.998900	true	1.57310000
257	ainf_export_1779176680.81.json	0.000000	100	4.000963e+00	0.998600	false	1.00000000
258	ainf_export_1779176691.37.json	0.000000	100	4.000854e+00	0.005100	true	0.63568750
259	ainf_export_1779176701.94.json	0.000000	100	4.000760e+00	0.004200	false	1.00000000
260	ainf_export_1779176712.69.json	0.000000	100	4.000342e+00	0.004000	false	1.00000000
261	ainf_export_1779176723.32.json	0.000000	100	4.000293e+00	0.994900	true	1.57310000
262	ainf_export_1779176733.95.json	0.000000	100	4.000244e+00	0.995200	false	1.00000000
263	ainf_export_1779176744.73.json	0.000000	100	4.000454e+00	0.997600	false	1.00000000
264	ainf_export_1779176755.33.json	0.000000	100	4.000837e+00	0.997600	false	1.00000000
265	ainf_export_1779176766.07.json	0.000000	100	4.000706e+00	0.997300	false	1.00000000
266	ainf_export_1779176776.87.json	0.000000	100	4.000624e+00	0.004500	true	0.63568750
267	ainf_export_1779176787.49.json	0.000000	100	4.001144e+00	0.004800	false	1.00000000
268	ainf_export_1779176798.08.json	0.000000	100	4.000995e+00	0.005100	false	1.00000000
269	ainf_export_1779176808.83.json	0.000000	100	4.000846e+00	0.992300	true	1.57310000
270	ainf_export_1779176819.43.json	0.000000	100	4.001554e+00	0.002800	true	0.63568750
